"id","name","affiliation"
"1618170","S¨?ndor Moln¨?r",""
"1618579","Alda Lopes Gan?arski",""
"1621226","G. Gr?ubel",""
"1627286","T¨ Urks?en",""
"1631273","Mathias M?hring",""
"1631766","H. L?utkepohl",""
"1633429","S. O. Wasb?",""
"1648021","Erhan ?etintas",""
"1650286","F. Plá?i",""
"1657643","E. B?ecache",""
"1665858","L. S?derlund",""
"1667798","Dag Westerst?hl",""
"1672802","Jarno V?h?niitty",""
"1673612","Carlos I. Ches?nevar",""
"1679028","P. St?hler",""
"1680511","M. S?udholt. Composition","University of  California  at  Berkeley.  The  challenge  problems ,are  not  specified  to  the"
"1683045","Peter G?ardenfors",""
"1683603","Gudula R?unger",""
"1685135","P. Schr?oder",""
"1687628","P. Ben?lken",""
"1693631","W. F?orstner",""
"1695970","K. B?dker",""
"1696762","Gy?rgy Mikl¨?s",""
"1707890","Jo?o Araujo",""
"1715363","Fran?cois Vi`ete",""
"1718967","Y. Matijasevi?",""
"1721704","Fran?ois Gygi","Center for Applied Scientific Computing (CASC), LLNL"
"1722435","Ph. S?underhauf",""
"1723836","J?org Hakenberg",""
"1724837","A. J. Ho?man",""
"1725725","F. H?u Ner",""
"1729040","Jarmo J?rvi",""
"1732113","P. Erd?s",""
"1735870","B. Bra?el",""
"1736075","Aufl?ˉ?osbarkeit Von Gruppen",""
"1736194","Daniel Hern¨?ndez",""
"1743345","Petr Vop¨?lka",""
"1745222","Gyrd Br?ndeland",""
"1753676","M. M. Lou?rat",""
"1757475","Zara?@fel.cvut.cz Departamen",""
"1761732","Marit K?hntopp",""
"1770882","Ir' ? Vijay V. Raghavan","The Center for AdvancedC omputerSt udies, Universityof  Louisiana at Lafayette"
"1782112","Urs-peter H?ss",""
"1787247","Andr¨?s Farag¨?",""
"1788431","Y. B?edard",""
"1792116","G. Paa?",""
"1801209","R. L?hner",""
"1802485","L. Lepist?",""
"1802719","Jacques Verstra?te",""
"1810613","S. Sj?lander",""
"1810997","M. W?lchli",""
"1812031","Egon B?orger",""
"1812995","Bohumil Hor¨?k",""
"1814464","B. H?rnfeldt",""
"1815992","P. F?oldiak",""
"1816441","Antonio Ferr¨?ndez Rodr¨aguez",""
"1818069","T K?lzow",""
"1819395","S. L?wel",""
"1823034","Maria H?kansson",""
"1826214","Marta Pati?o-mart¨anez",""
"1826795","Christian Lema?tre",""
"1833113","F. T?pfer",""
"1833691","J. P. M?kel?",""
"1835376","P È??rdi",""
"1847722","Robert St?ark. Call-by-value",""
"1856976","P Engstr?m",""
"1863207","Mar¨aa Jos¨| Ab¨?solo",""
"1867413","I. Lundstr?m",""
"1867686","Per Str?mberg",""
"1872778","V. Iba?nez",""
"1872817","Ons Scales? H. Dong",""
"1875325","Hans-gerhard Gro?",""
"1877977","J. L?hmoller",""
"1880083","Jitka Str¨abrn¨?",""
"1880530","Mamen Ortiz-g¨?mez",""
"1880931","Kivij? Rvi J",""
"1881586","Herbj?rn Nysveen",""
"1887366","L. G. ?verstedt",""
"1900675","Andreas Kornst?dt",""
"1901201","Technische Universit?ˉ?at Wien",""
"1902459","Francesc D. Mu?oz-esco¨a",""
"1902524","A V?lker",""
"1906617","Peter G?hner",""
"1910762","H. Q. Jeh?j",""
"1911103","M. Br?ndli",""
"1912375","R. B?chler",""
"1914272","Magnus Wahlstr?m",""
"1918475","R L?ohner",""
"1919539","Jos'e B. Mari ? No",""
"1920091","E. N? Th","Department of Mathematics , Madras University , P. G. Centre"
"1924173","A. Astol?",""
"1928591","A. Lappetel?inen",""
"1929052","Jo?o Paulo Andrade Almeida",""
"1937045","G. H?o?ing",""
"1938239","T. Frie?",""
"1947253","T. ?hman","Department of Speech|Music and Hearing"
"1954113","U. Sch?oning",""
"1956643","G. Alsac?",""
"1959685","Anders Malmstr?m",""
"1967607","B. Sch?urmann",""
"1968693","N. S?orensson",""
"1972461","H. Basb?ll",""
"1973882","Tomá? Kalibera",""
"1974420","Mario D?ller",""
"1977224","J. Matou?ek",""
"1979259","J. Sj?strand",""
"1979961","I. B. T¨urks?en",""
"1983531","N. M?oes",""
"1988353","D. Gra?ca",""
"1990688","?sa ?hman",""
"1991781","Vera Kurkov¨?",""
"1991929","Carlos Casta?o",""
"1997208","Henry Sche ?e",""
"2004760","Panu Korpip??",""
"2006868","Tomá? Burger",""
"2024229","Christoph R?ucker",""
"2033819","R. D. Galv?o",""
"2039547","Nicholas Oxh?j",""
"2040328","Olli Br?ysy",""
"2046153","Tero P?iv?rinta",""
"2051017","S. K?geler",""
"2054447","P. B?urgisser",""
"2055836","A. N?uchter",""
"2063904","L. R?uschendorf",""
"2064728","M. A. Piza?na",""
"2065519","N. K?hler",""
"2067609","P. G?dde",""
"2072250","T. Ter?asvirta",""
"2073842","Bal¨?zs Cs¨|bfalvi",""
"2079128","Paul Erd?os",""
"2085799","Sustainable? Calogero Carletto",""
"2086755","L. Syd?nheimo",""
"2089295","U. Kj?aerulff",""
"2091937","Slavoj ?i?ek",""
"2092176","?yvind Solberg","2 X; see [4, Section 2.3]."
"2092512","S. P. N?rsett","Prof . S. P. N?rsett , Division of Mathematical Sciences , Norwegian Institute of Technology,"
"2092756","Hasida K?iti",""
"2094185","Yilmaz Kili?aslan",""
"2095527","Daniel A. Jim?ez","Department of Computer Science, Rutgers University, Piscataway, NJ"
"2097431","A. Hyv?arinen",""
"2099328","Utilit?e Des Travaux Public",""
"2102642","Markus Bl?ser",""
"2102988","J?rg Walter Schaaf",""
"2105269","Andreas Wei?l",""
"2107916","C. ?stber G",""
"2110002","Mattias Gr?nkvist",""
"2117318","Uwe R?hm",""
"2133653","L. P. Magalh?aes",""
"2133672","A. No?",""
"2134706","Tom H?holdt",""
"2138531","Ivan Damg?rd",""
"2157859","T. I. ?ren",""
"2158782","R. Pe?rez",""
"2166952","J. J?urjens",""
"2167759","S. F?lster",""
"2168942","Ricardo Miranda Zu?iga","- Instituto Superior Técnico"
"2173854","F. K?hler",""
"2178882","Kristian Sandstr?om",""
"2179964","A. Bj?orner",""
"2183371","P. M. M?akil?a",""
"2184683","Herbert D?ring",""
"2188985","Jo?o Carlos Figueira Pujol","CERMEP, 59 BD PINEL, 69003 LYON, FRANCE; ,LIE ` GE UNIVERSITY, CYCLOTRON RESEARCH CENTER, B-30 SART TILMAN"
"2190983","R. Gallersd?rfer",""
"2195396","O. ?i?ekoglu",""
"2195757","P. J?rgensen",""
"2199036","J¨?zsef V¨?ncza",""
"2207430","A. H?ssinger",""
"2208385","Jouko J. Sepp?nen",""
"2208652","J. R?dseth",""
"2208750","F. Aza?s",""
"2209199","R. Genc?ay",""
"2210249","P. M?uhlethaler",""
"2212779","K?re Kjelstr?m",""
"2217983","K. R. M?uller",""
"2219472","Olga Step¨?nkov¨?",""
"2220178","Wolfgang K?fer",""
"2222853","Tormod Nj?lstad",""
"2250729","B. K?nemann",""
"2251439","Sten Bay J?rgensen",""
"2252092","Ulrich G?untzer",""
"2260403","L. P. Cal?ba",""
"2261317","Fran?ois Guimbreti¨¨re",""
"2266892","Patrick D?hne",""
"2269611","Jean-fran?ois Boisvieux","Institut National de l’Audiovisuel, France"
"2270275","T. Sch?l",""
"2271657","Atm Everywhere?",""
"2273233","P. R?back",""
"2278087","Eva G?rding",""
"2278316","Peter M. M?llerud",""
"2280479","Zolt¨¢n Dezs?",""
"2282054","Hans-j?rg Sto?",""
"3388","A. T?orn",""
"9584","Bernt Lindstr?m",""
"10166","Karl Heinrich M?ller",""
"14056","E. Bri?o",""
"18474","T. Fr? Uhwirth",""
"19749","M. M?antyl?a",""
"25093","R. Casta?no",""
"27599","A. St?hl",""
"27997","E. ?str?m","Swedish Institute of Computer Science (SICS)"
"40738","Rapha?l Poss",""
"43174","A. K?uchler",""
"45302","P Larra?aga",""
"47447","Marius Pas?ca",""
"52389","M. Kezunovi?",""
"58331","Henri Poincar?e",""
"60184","Manuel È°?lvarez",""
"61519","A. L?nnqvist",""
"62535","J¨orn Guy S¨u?",""
"65061","Agustin Fern¨?ndez",""
"65991","G. Grie?bach",""
"69544","K. H?thker",""
"70086","T. Bilgic?",""
"70605","P. A. L?f",""
"73235","P. P?yh?nen",""
"75810","M. Prei?",""
"81802","Peter A. H?st?",""
"82806","T. Ant?ao",""
"84310","J. Mindá?",""
"86265","S. Vi?novsky",""
"88529","P. Kilpel?ainen. Sgml",""
"92399","V. Krip?sundar",""
"100322","Jér?me Bruniquel",""
"102662","Marjorie Le¨?n",""
"106195","August Lepp?",""
"107347","J. L?ofberg",""
"114428","B. Gr?ne",""
"116047","Paulo A. Da S. Gon?alves",""
"118040","P. M. M?kil?",""
"130873","B. ?zden",""
"131008","What Is Java ?",""
"131914","O. J. S?rdalen",""
"132504","U. J?ger",""
"133353","Jo?o Pedro Sousa","School of Computer Science|Carnegie Mellon University|Intel Research Pittsburgh"
"134232","F. Bobanovic?",""
"135530","C. K?rner",""
"136128","A. Ladst?tter-wei?enmayer",""
"138510","Andr¨?s Seb?",""
"140992","Gottfried K?ohler",""
"141873","A. J. Ca?nas",""
"146290","M. Horv¨?th",""
"146713","Hassen Sa?di","Computer Science Laboratory"
"147741","T. Bei?barth",""
"156272","H?vard Engum",""
"164092","D K?mpf",""
"164492","Heiko K?rner",""
"169868","M. A. P'erez-qui?nones",""
"170629","Karl ?str?m",""
"174836","Stefan We?",""
"188707","L. È°?lvarez",""
"190200","G. Gr?fe",""
"192944","K. Dorfm?uller",""
"193053","Robert H?ldrich",""
"196550","Fernando Vilari?o",""
"204255","T. Gr?nfors",""
"204453","Rolf G?pffarth",""
"210273","H. Sp?th",""
"218335","J. S?arel?a",""
"221104","G Szeg?o",""
"225087","U. R?osler",""
"226093","Sch?nherr Gmbh",""
"227299","Jan-erik Str?mberg",""
"230844","Does Gender Matter?",""
"237022","K. Gra?bczewski",""
"247435","H. M?ller",""
"250136","T. Ojanper?",""
"251811","P. Tu?ffery",""
"252184","M. F?rtsch",""
"252908","B. Uro·sevi?",""
"255725","?ke Gr?nlund",""
"258997","J. St?ckler",""
"259009","B. D?cker",""
"260381","Miguel Schneider-font¨?n",""
"261642","Eugenio O?ate",""
"271568","Anders ?hlander","Centre for Computer Systems Architecture, Halmstad University, Sweden"
"284379","R. Schr?der",""
"290953","L. Fari ?nas Del Cerro","IRIT-LILaC, Universit e Paul Sabatier, Toulouse, France and Dept. of CS, Otago University, Dunedin, NZ"
"295976","Lars S?rgard",""
"296765","R. K?usters",""
"298662","I. P. J??skel?inen",""
"302101","K. Jungh?rtchen",""
"302794","Christian Lema?itre",""
"303997","Fran?ois-r Boyer","Bull-Imag/Syst`emes Universit'e de Savoie"
"304637","G?eraldine Legendre",""
"305065","D. Marti?ek",""
"305643","Michel Ho?l",""
"312351","Matti K??ri?inen",""
"315208","J. P. M?uller",""
"320186","Joachim H?hle",""
"321320","M. Wei?",""
"324345","Sylvie No?l","Dept. of Computer Science, University of Victoria"
"324711","R. Szab?o",""
"327207","B. Ll L?nnerdal",""
"328970","A. M. D?amico",""
"329595","Jos¨| Pascual Molina Mass¨?",""
"338624","C. Br?auchle",""
"338699","J.r.a. Torre?o",""
"340652","K. Sch?utte",""
"351003","J. C. Filli? Atre",""
"351325","Ant?nio Damásio",""
"352321","Y. E. Sel?uk",""
"355536","Who Owns What Is In Your Head?",""
"360133","J?urgen Eichberger","Alfred Weber Institut,, Universität Heidelberg, Germany."
"385333","E. C? Ekli",""
"385428","R. N' U ? Nez-queija",""
"385513","J R?sch",""
"385786","Joachim Sch?oberl",""
"393026","G?ˉ?unter M. Ziegler",""
"399739","E. H. D?urr",""
"404781","L¨?szl¨? Gy?rfi",""
"411936","John Furun?s",""
"417516","Jonas Sj? Bergh",""
"427796","U. G?rtner",""
"428365","U. J?rring",""
"429450","H. K. T?nshoff","Institute of Production Engineering and Machine Tools (IFW), University of Hannover"
"432365","M. M?kij?rvi",""
"438325","Tibor Jord¨?n",""
"443593","Jan Lindstr?m",""
"444817","Chr Schr?der",""
"451264","Janne Heikkil?",""
"451994","J¨¹rgen L?tzsch",""
"465958","E. Lehtinen Auram?ki",""
"479614","Olov St?hl",""
"485573","Marika T?hti",""
"486055","K. G. L?ofgren",""
"494779","Marlon Nú?ez",""
"499949","B. ?uruklu",""
"501558","H. Sch?utze",""
"505247","Csaba Szepesv¨?ri",""
"506236","Fran?ois Delobel",""
"509063","L. N?rregaard",""
"509517","Wolfgang Klein?der",""
"509649","P. K?hkipuro",""
"516457","Fran?ois Laroussinie","Lab. Specification and Verification, ENS de Cachan and CNRS UMR 8643, 61 av. Pdt Wilson, F-94235 Cachan Cedex, France"
"519321","N. B?elanger",""
"533058","A. Schu ??? Rr","(School of physical Electronic, University of Electronic Science and Technology of China  Chengdu  610054)"
"535629","J. R. A. Torre? O",""
"537119","H. Fr?hlich",""
"538795","Francisco Mor¨?n",""
"540172","H. Schi?ler",""
"540614","Maria Alberich-carrami?nana",""
"551206","Th. L?ubli",""
"551311","E. Lepp?nen",""
"554326","V. S?os",""
"555715","Dietrich D?rner",""
"557555","J. J. Ca?as",""
"561464","T. B?",""
"566173","Fran?ois Anctil",""
"568296","H. Lehv?aslaiho",""
"572610","G. Bl?schl","Institute of Hydraulics, Hydrology and Water Resources Management, Vienna University of Technology"
"574496","S. G H?ggman",""
"578547","Mustafa Karak?y",""
"582299","V. Myll?rniemi",""
"584499","M. V?lkel",""
"586976","Jonas Holmstr?m",""
"592112","Jean-fran?ois Pradat-peyre","Conservatoire National des Arts et M?iers, Laboratoire CEDRIC"
"595766","K. Hornb???k",""
"596343","N. G?otz",""
"597235","C. Gr?sel",""
"597549","J. L?otj?onen",""
"601476","G¨¹ney G?nen?",""
"603944","Gunnar? Overgaard",""
"615009","G. R?atsch",""
"615383","R. Full?er",""
"617823","V. Milutinovi?c",""
"622149","J. Casta?o",""
"625422","S. F. Mj?lsnes",""
"629480","A R?hl",""
"630002","R. Els?sser",""
"630267","Manfred Ha?",""
"633698","P?ivi P?yry",""
"635857","N Sebastian M?ller",""
"639076","M. Palu?",""
"642333","Wolfgang H?ndler",""
"643388","Franc?ois Bourdoncle",""
"643515","Thomas R?ofer",""
"645695","Ola ?gren",""
"649642","M. ?stergren",""
"650055","Cecilia Magnusson Sj?berg",""
"651749","Juan Jos¨| Salazar Gonz¨?lez",""
"654842","A. L?tzbeyer",""
"655962","P. Yl?anttila",""
"656825","V. Vi? Nals","Florida 32306-4052 , USA"
"666376","G. J?ager",""
"668505","O. F?rgemand",""
"668541","K. ? Zdemir",""
"677294","René Ba?ares-alcántara",""
"678028","Daniel M. Germ¨?n",""
"679849","C. Garcia-pe?alosa",""
"686238","E. Fr???kj?r",""
"686840","Reinhold Pl?sch",""
"686955","Torsten K?hler",""
"692404","Eduard S?ackinger",""
"692589","D. S. Mitrinovi?c",""
"695259","Josefina Sierra-santib¨??ez",""
"703893","K. Syds?ter",""
"704318","M D?rfel",""
"718616","H. J?ppinen",""
"719696","M. Ban?atre",""
"721361","Why Alto?",""
"721970","J. Stol?",""
"722919","V. Chv? Atal Eds",""
"727247","J. M?ller",""
"730249","Fran? Oise Forges","Universite de Cergy-Pontoise|Institut Universitaire de France"
"741505","Helmut L?ˉ? Utkepohl",""
"744158","H. J?rvenp??",""
"752883","T. B?ˉ? Ack",""
"783248","Johannes R?hrich",""
"784719","A. Ma?cev",""
"794068","Toni R?nkk?",""
"794197","Met È??ireann",""
"795327","A. Ru ?ˉ? Diger",""
"795555","J. N?rbjerg",""
"796496","Siegfried Kanngie?er",""
"798093","N'estor Cata?no",""
"798550","R. H?aggkvist",""
"798903","M. Fr?hlich","University of Bremen|Institute for Formal"
"799694","Gwena?lle Marquant",""
"800301","L?aszl?o Lov?asz",""
"802809","S. T. Acu?a",""
"806231","Niklas R?ber",""
"807372","Roman Bart¨?k",""
"812081","O. G?unther",""
"813597","M. Von L?wis",""
"815857","Frank H?nsel",""
"819454","F. M?rchen",""
"829828","T. Bj?rk",""
"830296","Manfred Thei?en",""
"834534","Alexandre Gon?alves",""
"835975","E. Gr?adel",""
"839116","Fatih Alag?z",""
"839212","S. Kalliom?ki",""
"841626","O. H?aggstr?om",""
"843922","J. Cr?emer",""
"843944","K M?rken","Department of Informatics, University of Oslo"
"848174","T. B. S?rensen",""
"848240","E. Bernad?o-mansilla",""
"852273","Corinne L. J?rgensen",""
"855113","H. Ekstr?m",""
"861886","T. St?lhane",""
"864773","S. Patom?ki",""
"868835","P?r Ahlstr?m",""
"870132","A. Er?il",""
"874101","K. H?oppner",""
"877397","K ??? Unzle H",""
"877675","R. Man ?e",""
"878290","M. Cs Ur?ˉ?os",""
"878295","M. Hasenj?ger",""
"881178","H. Kr?mer",""
"884236","R. C. Schl?or",""
"884331","J.l. Mu???oz",""
"887520","Yvonne W?rn",""
"890601","N. T. F?rdestr?mmen",""
"893653","Flemming Tops?e",""
"903855","Lennart Bj?rneborn",""
"906044","Teemu M?ki-patola",""
"906902","M. Poggi De Arag?ao",""
"910214","J?rg K. Wegner",""
"911717","J. M. Bj?rndalen",""
"912454","M. Rei?felder",""
"915547","R. B. Kl?sgen",""
"915767","K. Schm?udgen",""
"917990","A. Franc?ois-joubert",""
"918474","K. Sipil?","Nokia Research Center"
"924011","Milos Sr¨?mek",""
"935208","Lennart S?derber G",""
"941428","P. M?h?nen",""
"946703","Y. S?vik",""
"947662","J. M. Rebord?o",""
"950443","Jean-fran?cois Mehaut","Laboratoire d'Informatique Fondamentale|CNRS Université des Sciences et Technologies de Lille"
"950648","H. M?uhlenbein",""
"951892","M. Krogs?ter",""
"952632","Lothar K?hler",""
"953342","M. ?andová",""
"963320","Bj?orn Lisper","Dept. of Telecommunications and Computer Systems, The Royal Institute of Technology, S-100 44 Stockholm, SWEDEN"
"963661","R. T. H?egh",""
"967859","M. K. C? Amlibel",""
"971195","F. W. Kn?ller",""
"972210","M. H?o",""
"976746","Ja?nos Kornai",""
"983276","M. Gro?mann",""
"983940","Fran?ois Guimbretière",""
"987578","J. M. Gutiè??rrez Castillo","USDA Forest Service, Pacific Southwest Research Station, Forest Fire Lab, 4955 Canyon Crest Drive, Riverside, CA"
"990022","Financial Fragility?",""
"991101","Tesni?re Lucien",""
"992992","C. Ure?a",""
"995476","H. A. M?uller",""
"998114","Margret Gro?hardt",""
"1002333","Ferm?ˉ? Uller",""
"1003998","T. K?gel",""
"1006695","Jos¨¦ De Oliveira Guimar?es",""
"1017738","C. Sa?udo",""
"1017877","M. K?lsch",""
"1018494","H. K Ili???te",""
"1021913","W. L?uck. L",""
"1028093","A. Casta?no",""
"1028379","Viktor Zei?ler",""
"1039924","Pablo Gerv¨?s",""
"1041245","J. Dur?es",""
"1044466","B. St?lting",""
"1054845","Henrik M?ller",""
"1056554","Diverse Or Adverse? An Analysi",""
"1065296","Gerd K?hler",""
"1065348","R. Gon?alves",""
"1066882","Anu J?ppinen",""
"1067800","R. F. St?ark",""
"1069998","S?ren Bertil Fabricius Dorch",""
"1075563","U. K?uchler",""
"1079777","Ralf D?rner",""
"1082186","Pavel Pudl¨?k",""
"1083856","Timo B?hme",""
"1084703","Nuno Preguic?a",""
"1084763","I? Bancdhon",""
"1085012","J?ˉ?urgen Peissig",""
"1086236","Hans Henrik L?vengreen",""
"1088362","W. Gl?nzel",""
"1089503","M. Sj?str?m",""
"1090904","Thorsten Sch?ler",""
"1092688","I. S?irin",""
"1097723","Y. Engestr???m",""
"1102223","Daniel Jorge Viegas Gon?alves",""
"1104887","J. R?thig",""
"1107864","Collective Chaos D=?g Ijf?ech",""
"1107903","Z. Gung?r",""
"1109292","S. Holmstr?om",""
"1110088","Jonna H?kkil?",""
"1111674","J. P. Ban?atre",""
"1115730","Karlheinz Wei?",""
"1117432","Mika K?ki",""
"1119900","Dag Bj?rklund",""
"1125204","A. Ing?olfsd?ottir",""
"1125544","R Myllyl?","Electronics Laboratory, Department of Electrical Engineering, University of Oulu"
"1128038","C. G. Pe?alosa",""
"1128083","A. Irb?ck",""
"1128114","K. H. S?rensen",""
"1138201","A. Doga?",""
"1145473","Juan L. Arag¨?n",""
"1147728","A. Gonz?alez Palomo",""
"1150130","B. Fronh?fer",""
"1159437","G?unther Palm","University of Ulm; Department of Neural Information Processing"
"1165839","Maria-jo?o Ribeiro","University of Warwick"
"1165926","Kurt-lennart Lundb?ck",""
"1165996","J. Voigtl?nder. Concatenate",""
"1167478","Beno?t Otjacques",""
"1169059","J. J. Mor?e",""
"1173733","Bj ?ˉ? Orck A","Department of Mathematics , University of Linkoping , SE-581 83 Linkoping"
"1179368","Darko Stefanovi?",""
"1182279","ˉ? O. N. Gerek",""
"1182400","Jos¨| Centeno-gonz¨?lez",""
"1184558","Elif Demir?rs",""
"1187930","?ke Wernersson",""
"1189342","Fran?ois G. Meyer","Department of Mathematics|Yale University|Lecture Notes in Control and Inform . Sci ."
"1189971","Morten S?renson",""
"1196761","C. G? Rg",""
"1199961","Alex Villaz¨?n",""
"1200619","E. ?zarslan",""
"1202160","M. Schr?der",""
"1205319","A Z?ller",""
"1205955","J. B?hr",""
"1207606","Jo?lle Madec",""
"1209937","Michael Gro?",""
"1216140","T. Fr ?ˉ? Ohlinghaus",""
"1218029","Mattias Svanstr?m",""
"1223381","S. Str?mqvist",""
"1223966","R. L?mmer",""
"1224061","Thomas St?utzle",""
"1230598","B. Latinovi?",""
"1231771","P Kr?ger",""
"1245279","V. ?tuikys",""
"1247386","F? Rstner W",""
"1259684","Cenker ?den",""
"1260279","H. Garce??a-molina",""
"1267847","L. Miguel Encarna??o",""
"1270327","M. E. Meda-campa?a",""
"1275885","T. Mattelm?ki",""
"1278370","G?une S Erkan",""
"1282697","J. F?urnkranz",""
"1286479","K. B?orner",""
"1287298","Dominik Sch?otzau",""
"1287442","Carlos Iv¨?n Ches?evar",""
"1292282","Kjell Johan S?b?",""
"1292433","B. Nordstr?om",""
"1300015","J. Miguel Leit?o",""
"1303513","I?ing Yen",""
"1304951","A. J. Ca?as",""
"1309332","Tapio Sepp?nen",""
"1311990","R. W. Wol?",""
"1313998","M. ?zkan",""
"1315043","Aage S?renson",""
"1315303","P. Me ?gret",""
"1319955","Michael S?rensen",""
"1321258","Gerhard K?stler",""
"1323647","Werner A?mann",""
"1325141","Eli Skogerb?",""
"1326030","?zalp Babao?lu",""
"1328079","Alexander Kr?ner",""
"1341418","R. H. G?uting",""
"1347346","J'er ? Ome Sim'eon",""
"1347902","Fran?cois Br'emond",""
"1348789","T. Fr?uhwirth",""
"1352085","Kent Str?hl¨|n",""
"1358823","Manuel P¨¦rez-qui?ones",""
"1360114","M. Hasco?t",""
"1360364","Lajos Tak¨?cs",""
"1363908","K. Gr?abczewski",""
"1365960","Vojin G. Oklobd?ija",""
"1368472","W. Cede?o",""
"1370213","R. H?egh-krohn",""
"1371768","R. Gro?",""
"1373338","J. B. Mari?no","TALP Research Center, Universitat Politècnica de Catalunya"
"1377210","S. Brostr?m",""
"1378139","D. Tufis?",""
"1378964","R. ?deem",""
"1379928","Dinei A. F. Flor?encio",""
"1385316","J. H?t?nen",""
"1387352","M. M?oller",""
"1388966","I. Casti?eyra",""
"1395667","Sa?d Abdedda?m",""
"1400355","Gr?bner Bases",""
